Molecule1_KEGG,Molecule2_KEGG,Morgan_Tanimoto_Similarity
C00279,C03878,0.1031
C04442,C03878,0.1678
C00227,C03878,0.0351
C00010,C03878,0.2817
C00158,C03878,0.1252
C00451,C03878,0.1347
C00026,C03878,0.0703
C00042,C03878,0.0441
C00122,C03878,0.037
C00149,C03878,0.0783
C00036,C03878,0.0659
C00048,C03878,0.0224
C00003,C03878,0.2693
C00006,C03878,0.2715
C00020,C03878,0.2646
C00008,C03878,0.2672
C00002,C03878,0.2657
C00144,C03878,0.2706
C00035,C03878,0.2706
C00044,C03878,0.2681
C00055,C03878,0.2583
C00112,C03878,0.2593
C00063,C03878,0.2597
C00105,C03878,0.2559
C00015,C03878,0.2588
C00075,C03878,0.2578
C00130,C03878,0.2659
C00575,C03878,0.2689
C00942,C03878,0.277
C00119,C03878,0.2856
C00166,C03878,0.0688
C00352,C03878,0.5917
C00092,C00864,0.1215
C05345,C00864,0.1087
C00354,C00864,0.1115
C00111,C00864,0.0785
C00029,C00864,0.1195
C01159,C00864,0.1233
C00197,C00864,0.1071
C00631,C00864,0.1199
C00074,C00864,0.0981
C00022,C00864,0.0965
C00345,C00864,0.1405
C00199,C00864,0.1304
C00117,C00864,0.1119
C00279,C00864,0.131
C04442,C00864,0.1353
C00227,C00864,0.059
C00010,C00864,0.176
C00158,C00864,0.1753
C00451,C00864,0.201
C00026,C00864,0.1242
C00042,C00864,0.1197
C00122,C00864,0.0699
C00149,C00864,0.1672
C00036,C00864,0.1271
C00048,C00864,0.0635
C00003,C00864,0.125
C00006,C00864,0.1265
C00020,C00864,0.1219
C00008,C00864,0.123
C00002,C00864,0.123
C00144,C00864,0.1263
C00035,C00864,0.1252
C00044,C00864,0.1256
C00055,C00864,0.1103
C00112,C00864,0.111
C00063,C00864,0.1113
C00105,C00864,0.1177
C00015,C00864,0.1189
C00075,C00864,0.1183
C00130,C00864,0.1266
C00575,C00864,0.1237
C00942,C00864,0.1281
C00119,C00864,0.1143
C00166,C00864,0.1041
C00352,C00864,0.136
C03878,C00864,0.2106
C00092,C00155,0.0574
C05345,C00155,0.0488
C00354,C00155,0.0466
C00111,C00155,0.0983
C00029,C00155,0.0444
C01159,C00155,0.1017
C00197,C00155,0.1292
C00631,C00155,0.1193
C00074,C00155,0.0826
C00022,C00155,0.2447
C00345,C00155,0.1088
C00199,C00155,0.0973
C00117,C00155,0.0515
C00279,C00155,0.1179
C04442,C00155,0.1212
C00227,C00155,0.0986
C00010,C00155,0.05
C00158,C00155,0.1333
C00451,C00155,0.1412
C00026,C00155,0.2292
C00042,C00155,0.3226
C00122,C00155,0.1481
C00149,C00155,0.2263
C00036,C00155,0.2319
C00048,C00155,0.1609
C00003,C00155,0.0399
C00006,C00155,0.0407
C00020,C00155,0.0373
C00008,C00155,0.0391
C00002,C00155,0.0382
C00144,C00155,0.0418
C00035,C00155,0.0411
C00044,C00155,0.0404
C00055,C00155,0.0453
C00112,C00155,0.0446
C00063,C00155,0.0431
C00105,C00155,0.0455
C00015,C00155,0.0466
C00075,C00155,0.0452
C00130,C00155,0.0418
C00575,C00155,0.0382
C00942,C00155,0.0425
C00119,C00155,0.0454
C00166,C00155,0.112
C00352,C00155,0.0729
C03878,C00155,0.0809
C00864,C00155,0.1625
C00092,C00037,0.0177
C05345,C00037,0.0169
C00354,C00037,0.0161
C00111,C00037,0.0813
C00029,C00037,0.0131
C01159,C00037,0.0551
C00197,C00037,0.0848
C00631,C00037,0.0809
C00074,C00037,0.0915
C00022,C00037,0.3043
C00345,C00037,0.0458
C00199,C00037,0.0385
C00117,C00037,0.0182
C00279,C00037,0.0529
C04442,C00037,0.0503
C00227,C00037,0.1647
C00010,C00037,0.016
C00158,C00037,0.0642
C00451,C00037,0.0614
C00026,C00037,0.1429
C00042,C00037,0.2692
C00122,C00037,0.2885
C00149,C00037,0.1443
C00036,C00037,0.1531
C00048,C00037,0.4667
C00003,C00037,0.0132
C00006,C00037,0.0133
C00020,C00037,0.0113
C00008,C00037,0.0116
C00002,C00037,0.0114
C00144,C00037,0.0114
C00035,C00037,0.011
C00044,C00037,0.0108
C00055,C00037,0.0141
C00112,C00037,0.0133
C00063,C00037,0.0128
C00105,C00037,0.0152
C00015,C00037,0.0153
C00075,C00037,0.0148
C00130,C00037,0.0113
C00575,C00037,0.0113
C00942,C00037,0.0115
C00119,C00037,0.0128
C00166,C00037,0.0765
C00352,C00037,0.0256
C03878,C00037,0.0293
C00864,C00037,0.0794
C00155,C00037,0.2963
C00092,C00065,0.0362
C05345,C00065,0.0368
C00354,C00065,0.0351
C00111,C00065,0.1189
C00029,C00065,0.031
C01159,C00065,0.1174
C00197,C00065,0.1705
C00631,C00065,0.1568
C00074,C00065,0.0899
C00022,C00065,0.3385
C00345,C00065,0.0946
C00199,C00065,0.08
C00117,C00065,0.0397
C00279,C00065,0.1024
C04442,C00065,0.0897
C00227,C00065,0.125
C00010,C00065,0.0312
C00158,C00065,0.1212
C00451,C00065,0.1208
C00026,C00065,0.1855
C00042,C00065,0.3099
C00122,C00065,0.1899
C00149,C00065,0.2545
C00036,C00065,0.2174
C00048,C00065,0.2456
C00003,C00065,0.0255
C00006,C00065,0.0264
C00020,C00065,0.024
C00008,C00065,0.0247
C00002,C00065,0.0241
C00144,C00065,0.0284
C00035,C00065,0.0274
C00044,C00065,0.0269
C00055,C00065,0.0362
C00112,C00065,0.034
C00063,C00065,0.0329
C00105,C00065,0.0352
C00015,C00065,0.0351
C00075,C00065,0.034
C00130,C00065,0.0276
C00575,C00065,0.0257
C00942,C00065,0.0291
C00119,C00065,0.0328
C00166,C00065,0.1121
C00352,C00065,0.0519
C03878,C00065,0.054
C00864,C00065,0.1199
C00155,C00065,0.4194
C00037,C00065,0.4706
C00092,C00073,0.0634
C05345,C00073,0.0548
C00354,C00073,0.0524
C00111,C00073,0.0933
C00029,C00073,0.0562
C01159,C00073,0.1054
C00197,C00073,0.1272
C00631,C00073,0.1181
C00074,C00073,0.0798
C00022,C00073,0.2
C00345,C00073,0.1117
C00199,C00073,0.1013
C00117,C00073,0.0586
C00279,C00073,0.1169
C04442,C00073,0.1203
C00227,C00073,0.0926
C00010,C00073,0.0621
C00158,C00073,0.1314
C00451,C00073,0.1348
C00026,C00073,0.2
C00042,C00073,0.2632
C00122,C00073,0.124
C00149,C00073,0.1962
C00036,C00073,0.2166
C00048,C00073,0.1296
C00003,C00073,0.0535
C00006,C00073,0.0545
C00020,C00073,0.0507
C00008,C00073,0.0528
C00002,C00073,0.0516
C00144,C00073,0.0536
C00035,C00073,0.0533
C00044,C00073,0.0532
C00055,C00073,0.0577
C00112,C00073,0.0572
C00063,C00073,0.0563
C00105,C00073,0.0589
C00015,C00073,0.0603
C00075,C00073,0.0594
C00130,C00073,0.0534
C00575,C00073,0.0507
C00942,C00073,0.0536
C00119,C00073,0.0548
C00166,C00073,0.1158
C00352,C00073,0.0776
C03878,C00073,0.0868
C00864,C00073,0.1551
C00155,C00073,0.7941
C00037,C00073,0.2353
C00065,C00073,0.3421
C00092,C00049,0.0537
C05345,C00049,0.0515
C00354,C00049,0.0512
C00111,C00049,0.0851
C00029,C00049,0.0506
C01159,C00049,0.09
C00197,C00049,0.1062
C00631,C00049,0.1073
C00074,C00049,0.087
C00022,C00049,0.2018
C00345,C00049,0.1203
C00199,C00049,0.1036
C00117,C00049,0.0571
C00279,C00049,0.1111
C04442,C00049,0.1294
C00227,C00049,0.0897
C00010,C00049,0.0555
C00158,C00049,0.1654
C00451,C00049,0.1723
C00026,C00049,0.2566
C00042,C00049,0.4421
C00122,C00049,0.1405
C00149,C00049,0.3094
C00036,C00049,0.305
C00048,C00049,0.1386
C00003,C00049,0.047
C00006,C00049,0.0468
C00020,C00049,0.0456
C00008,C00049,0.0462
C00002,C00049,0.0461
C00144,C00049,0.0505
C00035,C00049,0.0495
C00044,C00049,0.0494
C00055,C00049,0.0539
C00112,C00049,0.0527
C00063,C00049,0.0519
C00105,C00049,0.0551
C00015,C00049,0.0558
C00075,C00049,0.055
C00130,C00049,0.0484
C00575,C00049,0.0468
C00942,C00049,0.0515
C00119,C00049,0.0522
C00166,C00049,0.0973
C00352,C00049,0.0803
C03878,C00049,0.086
C00864,C00049,0.1828
C00155,C00049,0.479
C00037,C00049,0.2526
C00065,C00049,0.3645
C00073,C00049,0.4071
C00092,C00169,0.0759
C05345,C00169,0.0727
C00354,C00169,0.0756
C00111,C00169,0.2026
C00029,C00169,0.0412
C01159,C00169,0.1193
C00197,C00169,0.1558
C00631,C00169,0.1553
C00074,C00169,0.1675
C00022,C00169,0.0673
C00345,C00169,0.1108
C00199,C00169,0.1224
C00117,C00169,0.0831
C00279,C00169,0.1416
C04442,C00169,0.12
C00227,C00169,0.4019
C00010,C00169,0.0441
C00158,C00169,0.0443
C00451,C00169,0.039
C00026,C00169,0.0491
C00042,C00169,0.0636
C00122,C00169,0.0631
C00149,C00169,0.0519
C00036,C00169,0.0581
C00048,C00169,0.0795
C00003,C00169,0.0454
C00006,C00169,0.0431
C00020,C00169,0.0455
C00008,C00169,0.0453
C00002,C00169,0.0443
C00144,C00169,0.0428
C00035,C00169,0.0429
C00044,C00169,0.0421
C00055,C00169,0.0446
C00112,C00169,0.0449
C00063,C00169,0.0434
C00105,C00169,0.0457
C00015,C00169,0.0459
C00075,C00169,0.0445
C00130,C00169,0.042
C00575,C00169,0.0442
C00942,C00169,0.0427
C00119,C00169,0.0604
C00166,C00169,0.065
C00352,C00169,0.0681
C03878,C00169,0.0417
C00864,C00169,0.0521
C00155,C00169,0.0612
C00037,C00169,0.0879
C00065,C00169,0.0678
C00073,C00169,0.0599
C00049,C00169,0.0559
C00092,C00051,0.1179
C05345,C00051,0.1056
C00354,C00051,0.1052
C00111,C00051,0.0619
C00029,C00051,0.1673
C01159,C00051,0.1081
C00197,C00051,0.0868
C00631,C00051,0.092
C00074,C00051,0.0779
C00022,C00051,0.0599
C00345,C00051,0.1267
C00199,C00051,0.0979
C00117,C00051,0.0997
C00279,C00051,0.0855
C04442,C00051,0.1205
C00227,C00051,0.0544
C00010,C00051,0.2017
C00158,C00051,0.1309
C00451,C00051,0.1284
C00026,C00051,0.1199
C00042,C00051,0.0812
C00122,C00051,0.0561
C00149,C00051,0.0957
C00036,C00051,0.0952
C00048,C00051,0.0371
C00003,C00051,0.1735
C00006,C00051,0.1753
C00020,C00051,0.1729
C00008,C00051,0.1766
C00002,C00051,0.1748
C00144,C00051,0.1801
C00035,C00051,0.1808
C00044,C00051,0.1786
C00055,C00051,0.1677
C00112,C00051,0.1696
C00063,C00051,0.1692
C00105,C00051,0.1661
C00015,C00051,0.1708
C00075,C00051,0.1709
C00130,C00051,0.1759
C00575,C00051,0.1754
C00942,C00051,0.181
C00119,C00051,0.1211
C00166,C00051,0.0877
C00352,C00051,0.1523
C03878,C00051,0.2289
C00864,C00051,0.2209
C00155,C00051,0.1832
C00037,C00051,0.0647
C00065,C00051,0.1047
C00073,C00051,0.1914
C00049,C00051,0.1506
C00169,C00051,0.0445
C00092,C00127,0.1272
C05345,C00127,0.117
C00354,C00127,0.1176
C00111,C00127,0.0606
C00029,C00127,0.2014
C01159,C00127,0.1085
C00197,C00127,0.086
C00631,C00127,0.0867
C00074,C00127,0.0783
C00022,C00127,0.0518
C00345,C00127,0.1284
C00199,C00127,0.1028
C00117,C00127,0.1113
C00279,C00127,0.083
C04442,C00127,0.1263
C00227,C00127,0.0562
C00010,C00127,0.2364
C00158,C00127,0.1265
C00451,C00127,0.1301
C00026,C00127,0.1095
C00042,C00127,0.0671
C00122,C00127,0.0488
C00149,C00127,0.0869
C00036,C00127,0.0843
C00048,C00127,0.0306
C00003,C00127,0.209
C00006,C00127,0.2094
C00020,C00127,0.2023
C00008,C00127,0.2103
C00002,C00127,0.2097
C00144,C00127,0.2134
C00035,C00127,0.2175
C00044,C00127,0.2157
C00055,C00127,0.1925
C00112,C00127,0.2
C00063,C00127,0.2008
C00105,C00127,0.192
C00015,C00127,0.2013
C00075,C00127,0.2025
C00130,C00127,0.2071
C00575,C00127,0.2059
C00942,C00127,0.2145
C00119,C00127,0.1458
C00166,C00127,0.0887
C00352,C00127,0.1596
C03878,C00127,0.2261
C00864,C00127,0.2052
C00155,C00127,0.1515
C00037,C00127,0.0532
C00065,C00127,0.0866
C00073,C00127,0.1593
C00049,C00127,0.1304
C00169,C00127,0.0478
C00051,C00127,0.8226
C00092,C00004,0.2517
C05345,C00004,0.258
C00354,C00004,0.2638
C00111,C00004,0.063
C00029,C00004,0.6339
C01159,C00004,0.1337
C00197,C00004,0.0957
C00631,C00004,0.0893
C00074,C00004,0.0868
C00022,C00004,0.0205
C00345,C00004,0.1825
C00199,C00004,0.1527
C00117,C00004,0.2211
C00279,C00004,0.1115
C04442,C00004,0.1778
C00227,C00004,0.0449
C00010,C00004,0.8077
C00158,C00004,0.1076
C00451,C00004,0.1142
C00026,C00004,0.0535
C00042,C00004,0.026
C00122,C00004,0.0238
C00149,C00004,0.051
C00036,C00004,0.0502
C00048,C00004,0.0109
C00003,C00004,0.7958
C00006,C00004,0.7848
C00020,C00004,0.7822
C00008,C00004,0.8185
C00002,C00004,0.8183
C00144,C00004,0.7104
C00035,C00004,0.7404
C00044,C00004,0.7418
C00055,C00004,0.5875
C00112,C00004,0.6285
C00063,C00004,0.6377
C00105,C00004,0.5652
C00015,C00004,0.6063
C00075,C00004,0.6146
C00130,C00004,0.7005
C00575,C00004,0.7693
C00942,C00004,0.7057
C00119,C00004,0.3433
C00166,C00004,0.0878
C00352,C00004,0.2876
C03878,C00004,0.2849
C00864,C00004,0.1319
C00155,C00004,0.0412
C00037,C00004,0.0144
C00065,C00004,0.0279
C00073,C00004,0.0526
C00049,C00004,0.05
C00169,C00004,0.0449
C00051,C00004,0.1851
C00127,C00004,0.2219
C00092,C00005,0.2452
C05345,C00005,0.2522
C00354,C00005,0.2595
C00111,C00005,0.0621
C00029,C00005,0.6267
C01159,C00005,0.1341
C00197,C00005,0.0936
C00631,C00005,0.0896
C00074,C00005,0.0844
C00022,C00005,0.0197
C00345,C00005,0.1775
C00199,C00005,0.1487
C00117,C00005,0.2141
C00279,C00005,0.1082
C04442,C00005,0.1722
C00227,C00005,0.0433
C00010,C00005,0.8127
C00158,C00005,0.1052
C00451,C00005,0.1116
C00026,C00005,0.0516
C00042,C00005,0.025
C00122,C00005,0.023
C00149,C00005,0.0491
C00036,C00005,0.0491
C00048,C00005,0.0105
C00003,C00005,0.7743
C00006,C00005,0.8188
C00020,C00005,0.7538
C00008,C00005,0.7888
C00002,C00005,0.7901
C00144,C00005,0.6914
C00035,C00005,0.7206
C00044,C00005,0.7231
C00055,C00005,0.5731
C00112,C00005,0.6129
C00063,C00005,0.6229
C00105,C00005,0.5546
C00015,C00005,0.5945
C00075,C00005,0.6037
C00130,C00005,0.6804
C00575,C00005,0.7705
C00942,C00005,0.7122
C00119,C00005,0.3348
C00166,C00005,0.0896
C00352,C00005,0.2825
C03878,C00005,0.2808
C00864,C00005,0.1316
C00155,C00005,0.0418
C00037,C00005,0.0138
C00065,C00005,0.0276
C00073,C00005,0.0534
C00049,C00005,0.0495
C00169,C00005,0.0433
C00051,C00005,0.1847
C00127,C00005,0.2211
C00004,C00005,0.9637
C00092,C00016,0.2328
C05345,C00016,0.2437
C00354,C00016,0.2519
C00111,C00016,0.0581
C00029,C00016,0.6251
C01159,C00016,0.1255
C00197,C00016,0.0857
C00631,C00016,0.0827
C00074,C00016,0.0818
C00022,C00016,0.0174
C00345,C00016,0.1667
C00199,C00016,0.1382
C00117,C00016,0.2054
C00279,C00016,0.1003
C04442,C00016,0.1611
C00227,C00016,0.0396
C00010,C00016,0.7321
C00158,C00016,0.1029
C00451,C00016,0.1075
C00026,C00016,0.0466
C00042,C00016,0.0223
C00122,C00016,0.0216
C00149,C00016,0.0474
C00036,C00016,0.0449
C00048,C00016,0.009
C00003,C00016,0.7506
C00006,C00016,0.7557
C00020,C00016,0.6892
C00008,C00016,0.7212
C00002,C00016,0.7291
C00144,C00016,0.6845
C00035,C00016,0.712
C00044,C00016,0.7185
C00055,C00016,0.5494
C00112,C00016,0.5864
C00063,C00016,0.6015
C00105,C00016,0.5476
C00015,C00016,0.5852
C00075,C00016,0.5986
C00130,C00016,0.6629
C00575,C00016,0.7017
C00942,C00016,0.6974
C00119,C00016,0.3211
C00166,C00016,0.095
C00352,C00016,0.2697
C03878,C00016,0.2712
C00864,C00016,0.118
C00155,C00016,0.0413
C00037,C00016,0.0108
C00065,C00016,0.0246
C00073,C00016,0.0527
C00049,C00016,0.0485
C00169,C00016,0.0402
C00051,C00016,0.177
C00127,C00016,0.2164
C00004,C00016,0.757
C00005,C00016,0.7603
C00092,C00043,0.2989
C05345,C00043,0.2883
C00354,C00043,0.2933
C00111,C00043,0.067
C00029,C00043,0.8423
C01159,C00043,0.1327
C00197,C00043,0.0949
C00631,C00043,0.0943
C00074,C00043,0.0857
C00022,C00043,0.0213
C00345,C00043,0.1873
C00199,C00043,0.1629
C00117,C00043,0.2516
C00279,C00043,0.1184
C04442,C00043,0.1758
C00227,C00043,0.046
C00010,C00043,0.6609
C00158,C00043,0.1103
C00451,C00043,0.1133
C00026,C00043,0.0512
C00042,C00043,0.0263
C00122,C00043,0.0219
C00149,C00043,0.0493
C00036,C00043,0.0485
C00048,C00043,0.0121
C00003,C00043,0.643
C00006,C00043,0.6486
C00020,C00043,0.5946
C00008,C00043,0.6278
C00002,C00043,0.6274
C00144,C00043,0.6221
C00035,C00043,0.6512
C00044,C00043,0.6481
C00055,C00043,0.648
C00112,C00043,0.6916
C00063,C00043,0.688
C00105,C00043,0.6964
C00015,C00043,0.742
C00075,C00043,0.7341
C00130,C00043,0.6156
C00575,C00043,0.6126
C00942,C00043,0.6359
C00119,C00043,0.4156
C00166,C00043,0.0883
C00352,C00043,0.3798
C03878,C00043,0.4091
C00864,C00043,0.141
C00155,C00043,0.0488
C00037,C00043,0.0149
C00065,C00043,0.0319
C00073,C00043,0.0606
C00049,C00043,0.0579
C00169,C00043,0.0453
C00051,C00043,0.1914
C00127,C00043,0.2262
C00004,C00043,0.6587
C00005,C00043,0.6589
C00016,C00043,0.6712
C00092,C00118,0.1883
C05345,C00118,0.1801
C00354,C00118,0.1716
C00111,C00118,0.4025
C00029,C00118,0.0806
C01159,C00118,0.4672
C00197,C00118,0.7355
C00631,C00118,0.385
C00074,C00118,0.3122
C00022,C00118,0.1364
C00345,C00118,0.3141
C00199,C00118,0.374
C00117,C00118,0.2203
C00279,C00118,0.5131
C04442,C00118,0.3084
C00227,C00118,0.331
C00010,C00118,0.0778
C00158,C00118,0.1142
C00451,C00118,0.1067
C00026,C00118,0.1053
C00042,C00118,0.1143
C00122,C00118,0.068
C00149,C00118,0.1686
C00036,C00118,0.1278
C00048,C00118,0.0984
C00003,C00118,0.0731
C00006,C00118,0.0709
C00020,C00118,0.0856
C00008,C00118,0.0818
C00002,C00118,0.0809
C00144,C00118,0.0814
C00035,C00118,0.0784
C00044,C00118,0.0778
C00055,C00118,0.0984
C00112,C00118,0.0925
C00063,C00118,0.0904
C00105,C00118,0.0987
C00015,C00118,0.0927
C00075,C00118,0.0908
C00130,C00118,0.0857
C00575,C00118,0.0825
C00942,C00118,0.079
C00119,C00118,0.1384
C00166,C00118,0.1066
C00352,C00118,0.1584
C03878,C00118,0.0585
C00864,C00118,0.0838
C00155,C00118,0.1017
C00037,C00118,0.0781
C00065,C00118,0.1301
C00073,C00118,0.102
C00049,C00118,0.0829
C00169,C00118,0.1812
C00051,C00118,0.0659
C00127,C00118,0.066
C00004,C00118,0.0722
C00005,C00118,0.071
C00016,C00118,0.0649
C00043,C00118,0.0721
C00092,C00315,0.0302
C05345,C00315,0.0268
C00354,C00315,0.0255
C00111,C00315,0.0486
C00029,C00315,0.0228
C01159,C00315,0.0251
C00197,C00315,0.026
C00631,C00315,0.0354
C00074,C00315,0.026
C00022,C00315,0.0685
C00345,C00315,0.0274
C00199,C00315,0.0323
C00117,C00315,0.0302
C00279,C00315,0.0383
C04442,C00315,0.0248
C00227,C00315,0.0263
C00010,C00315,0.0299
C00158,C00315,0.0331
C00451,C00315,0.0317
C00026,C00315,0.0534
C00042,C00315,0.0909
C00122,C00315,0.0625
C00149,C00315,0.0661
C00036,C00315,0.0565
C00048,C00315,0.0333
C00003,C00315,0.0235
C00006,C00315,0.0237
C00020,C00315,0.0216
C00008,C00315,0.0223
C00002,C00315,0.0218
C00144,C00315,0.0178
C00035,C00315,0.0195
C00044,C00315,0.0192
C00055,C00315,0.024
C00112,C00315,0.0246
C00063,C00315,0.0237
C00105,C00315,0.0231
C00015,C00315,0.0246
C00075,C00315,0.0238
C00130,C00315,0.019
C00575,C00315,0.021
C00942,C00315,0.0175
C00119,C00315,0.0284
C00166,C00315,0.0315
C00352,C00315,0.0376
C03878,C00315,0.0566
C00864,C00315,0.124
C00155,C00315,0.1182
C00037,C00315,0.1
C00065,C00315,0.1071
C00073,C00315,0.1077
C00049,C00315,0.1048
C00169,C00315,0.0263
C00051,C00315,0.1013
C00127,C00315,0.0835
C00004,C00315,0.0246
C00005,C00315,0.0243
C00016,C00315,0.0204
C00043,C00315,0.0263
C00118,C00315,0.0331
C00092,C01228,0.2588
C05345,C01228,0.272
C00354,C01228,0.28
C00111,C01228,0.0664
C00029,C01228,0.6487
C01159,C01228,0.1448
C00197,C01228,0.1023
C00631,C01228,0.0993
C00074,C01228,0.0869
C00022,C01228,0.0188
C00345,C01228,0.1942
C00199,C01228,0.1642
C00117,C01228,0.2392
C00279,C01228,0.1214
C04442,C01228,0.1812
C00227,C01228,0.0449
C00010,C01228,0.8066
C00158,C01228,0.108
C00451,C01228,0.1152
C00026,C01228,0.0489
C00042,C01228,0.0248
C00122,C01228,0.0225
C00149,C01228,0.05
C00036,C01228,0.046
C00048,C01228,0.009
C00003,C01228,0.7599
C00006,C01228,0.762
C00020,C01228,0.7694
C00008,C01228,0.8075
C00002,C01228,0.8023
C00144,C01228,0.9198
C00035,C01228,0.9553
C00044,C01228,0.9419
C00055,C01228,0.5935
C00112,C01228,0.6371
C00063,C01228,0.64
C00105,C01228,0.6104
C00015,C01228,0.6552
C00075,C01228,0.6558
C00130,C01228,0.863
C00575,C01228,0.7999
C00942,C01228,0.9435
C00119,C01228,0.3599
C00166,C01228,0.0849
C00352,C01228,0.2849
C03878,C01228,0.2744
C00864,C01228,0.1263
C00155,C01228,0.0416
C00037,C01228,0.0113
C00065,C01228,0.0285
C00073,C01228,0.0533
C00049,C01228,0.0512
C00169,C01228,0.0426
C00051,C01228,0.1849
C00127,C01228,0.2212
C00004,C01228,0.7349
C00005,C01228,0.7409
C00016,C01228,0.7154
C00043,C01228,0.659
C00118,C01228,0.0765
C00315,C01228,0.0194
C00092,C00417,0.0811
C05345,C00417,0.0764
C00354,C00417,0.0769
C00111,C00417,0.083
C00029,C00417,0.0884
C01159,C00417,0.1047
C00197,C00417,0.099
C00631,C00417,0.1071
C00074,C00417,0.125
C00022,C00417,0.1204
C00345,C00417,0.134
C00199,C00417,0.107
C00117,C00417,0.0791
C00279,C00417,0.0963
C04442,C00417,0.1199
C00227,C00417,0.0905
C00010,C00417,0.0879
C00158,C00417,0.1697
C00451,C00417,0.1681
C00026,C00417,0.166
C00042,C00417,0.236
C00122,C00417,0.2416
C00149,C00417,0.2156
C00036,C00417,0.2081
C00048,C00417,0.0761
C00003,C00417,0.0835
C00006,C00417,0.0853
C00020,C00417,0.0855
C00008,C00417,0.0862
C00002,C00417,0.0861
C00144,C00417,0.0849
C00035,C00417,0.0852
C00044,C00417,0.0853
C00055,C00417,0.0956
C00112,C00417,0.0951
C00063,C00417,0.0958
C00105,C00417,0.0907
C00015,C00417,0.0923
C00075,C00417,0.0934
C00130,C00417,0.0857
C00575,C00417,0.0868
C00942,C00417,0.0872
C00119,C00417,0.0824
C00166,C00417,0.0896
C00352,C00417,0.0833
C03878,C00417,0.0994
C00864,C00417,0.1152
C00155,C00417,0.141
C00037,C00417,0.086
C00065,C00417,0.1171
C00073,C00417,0.1336
C00049,C00417,0.208
C00169,C00417,0.0586
C00051,C00417,0.125
C00127,C00417,0.1133
C00004,C00417,0.0957
C00005,C00417,0.0937
C00016,C00417,0.0884
C00043,C00417,0.0888
C00118,C00417,0.0735
C00315,C00417,0.0577
C01228,C00417,0.0862
C00092,C00024,0.2566
C05345,C00024,0.2606
C00354,C00024,0.2683
C00111,C00024,0.0701
C00029,C00024,0.6373
C01159,C00024,0.1446
C00197,C00024,0.1022
C00631,C00024,0.0993
C00074,C00024,0.0905
C00022,C00024,0.0215
C00345,C00024,0.1962
C00199,C00024,0.1664
C00117,C00024,0.229
C00279,C00024,0.1237
C04442,C00024,0.1836
C00227,C00024,0.0465
C00010,C00024,0.987
C00158,C00024,0.1138
C00451,C00024,0.1185
C00026,C00024,0.0533
C00042,C00024,0.0266
C00122,C00024,0.0236
C00149,C00024,0.0536
C00036,C00024,0.0505
C00048,C00024,0.0108
C00003,C00024,0.8237
C00006,C00024,0.8302
C00020,C00024,0.8234
C00008,C00024,0.8616
C00002,C00024,0.8556
C00144,C00024,0.7312
C00035,C00024,0.7625
C00044,C00024,0.7625
C00055,C00024,0.595
C00112,C00024,0.6375
C00063,C00024,0.6447
C00105,C00024,0.5823
C00015,C00024,0.6252
C00075,C00024,0.6305
C00130,C00024,0.7332
C00575,C00024,0.8531
C00942,C00024,0.762
C00119,C00024,0.3457
C00166,C00024,0.0878
C00352,C00024,0.287
C03878,C00024,0.2817
C00864,C00024,0.1737
C00155,C00024,0.0493
C00037,C00024,0.0158
C00065,C00024,0.0308
C00073,C00024,0.0613
C00049,C00024,0.0548
C00169,C00024,0.0435
C00051,C00024,0.2008
C00127,C00024,0.2352
C00004,C00024,0.8076
C00005,C00024,0.8137
C00016,C00024,0.7335
C00043,C00024,0.6627
C00118,C00024,0.0768
C00315,C00024,0.0295
C01228,C00024,0.7981
C00417,C00024,0.0883
C00092,C00364,0.299
C05345,C00364,0.304
C00354,C00364,0.3057
C00111,C00364,0.0861
C00029,C00364,0.6788
C01159,C00364,0.1579
C00197,C00364,0.1286
C00631,C00364,0.1085
C00074,C00364,0.0929
C00022,C00364,0.0207
C00345,C00364,0.2107
C00199,C00364,0.2018
C00117,C00364,0.2881
C00279,C00364,0.1572
C04442,C00364,0.2121
C00227,C00364,0.0577
C00010,C00364,0.5223
C00158,C00364,0.1102
C00451,C00364,0.1102
C00026,C00364,0.0523
C00042,C00364,0.028
C00122,C00364,0.0195
C00149,C00364,0.0506
C00036,C00364,0.0473
C00048,C00364,0.0125
C00003,C00364,0.5377
C00006,C00364,0.5326
C00020,C00364,0.5573
C00008,C00364,0.5439
C00002,C00364,0.539
C00144,C00364,0.5718
C00035,C00364,0.5574
C00044,C00364,0.5517
C00055,C00364,0.6953
C00112,C00364,0.67
C00063,C00364,0.658
C00105,C00364,0.7918
C00015,C00364,0.752
C00075,C00364,0.7331
C00130,C00364,0.5889
C00575,C00364,0.5458
C00942,C00364,0.554
C00119,C00364,0.3388
C00166,C00364,0.0869
C00352,C00364,0.3053
C03878,C00364,0.2469
C00864,C00364,0.1248
C00155,C00364,0.0445
C00037,C00364,0.0135
C00065,C00364,0.033
C00073,C00364,0.0572
C00049,C00364,0.0491
C00169,C00364,0.048
C00051,C00364,0.1648
C00127,C00364,0.1922
C00004,C00364,0.5135
C00005,C00364,0.5064
C00016,C00364,0.5093
C00043,C00364,0.6068
C00118,C00364,0.1002
C00315,C00364,0.0227
C01228,C00364,0.5414
C00417,C00364,0.0793
C00024,C00364,0.5202
C00092,C00459,0.2825
C05345,C00459,0.2917
C00354,C00459,0.2945
C00111,C00459,0.0799
C00029,C00459,0.7213
